qseqid,sample,pmatch_gsnap,pmatch_rapsearch,qlength,step_change,other_blast_contigs,blast_hits_gsnap_acc,blast_hits_gsnap_taxid,blast_hits_gsnap_lca,blast_hits_rapsearch_acc,blast_hits_rapsearch_taxid,blast_hits_rapsearch_lca,short,low_depth,blast_gsnap_ntax,blast_rapsearch_ntax,kingdom_gsnap,kingdom_rapsearch,taxid,kingdom,scientific_name,rank,Division,Genus,CommonName,cov
NODE_7_length_2044_cov_240.945094,CMS002_045d_Rb_S186_L004,0,0.538160469667319,2044,False,11,[],[],NA,"[""'AXV43871.1'""]",['2315803'],2315803,False,False,0,1,NA,Viruses,2315803,Viruses,Yongsan bunyavirus 1,species,viruses,NA,NA,240.945094
NODE_28_length_381_cov_26.125000,CMS002_045d_Rb_S186_L004,0.9973753280839897,0.5223097112860893,381,False,27,"[""'AE017196.1'"", "" 'CP001391.1'"", "" 'CP003883.1'"", "" 'CP003884.1'"", "" 'CP011148.1'""]","['163164', ' 66084', ' 1236908', ' 1236909', ' 1633785']",953,"[""'ETI86646.1'""]",['1403945'],1403945,False,False,5,1,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,26.125000
NODE_22_length_488_cov_2.987835,CMS002_045d_Rb_S186_L004,0.9979508196721312,0.7807377049180327,488,False,57,"[""'CP014643.1'"", "" 'CP014856.1'"", "" 'CP019980.1'"", "" 'CP026007.1'""]","['1421', ' 1421', ' 1421', ' 2072025']",400634,"[""'OIJ21530.1'"", "" 'SKY79385.1'""]","['472963', ' 1185650']",1783272,False,False,3,2,Bacteria,Bacteria,400634,Bacteria,Lysinibacillus,genus,firmicutes,NA,NA,2.987835
NODE_16_length_685_cov_90.995066,CMS002_045d_Rb_S186_L004,0,0.5576642335766423,685,False,13,[],[],NA,"[""'APG79294.1'""]",['1922887'],1922887,False,False,0,1,NA,Viruses,1922887,Viruses,Hubei diptera virus 6,species,viruses,NA,NA,90.995066
NODE_13_length_905_cov_28.171498,CMS002_045d_Rb_S186_L004,0.9988950276243094,0.7116022099447514,905,False,37,"[""'AM999887.1'"", "" 'CP001391.1'"", "" 'CP003883.1'"", "" 'CP011148.1'"", "" 'KT273261.1'""]","['570417', ' 66084', ' 1236908', ' 1633785', ' 1695167']",953,"[""'EFL15839.1'""]",['253839'],253839,False,False,5,1,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,28.171498
NODE_723_length_596_cov_2.743738,CMS002_047d_Rb_S196_L004,0,0.325503355704698,596,False,16,[],[],NA,"[""'XP_019954015.1'""]",['8255'],8255,False,False,0,1,NA,Chordata,8255,Chordata,Paralichthys olivaceus,species,bony fishes,Paralichthys,Japanese flounder,2.743738
NODE_1224_length_485_cov_5.382353,CMS002_047d_Rb_S196_L004,0,0.03642575257731959,485,False,5,[],[],NA,"[""'OFY16090.1'""]",['1797337'],1797337,False,False,0,1,NA,Bacteria,1797337,Bacteria,Bacteroidetes bacterium GWE2_42_24,species,CFB group bacteria,NA,NA,5.382353
NODE_3213_length_319_cov_2.111570,CMS002_047d_Rb_S196_L004,0,0.5862068965517241,319,False,60,[],[],NA,"[""'KID80942.1'""]",['1276143'],1276143,False,False,0,1,NA,Fungi,1276143,Fungi,Metarhizium majus ARSEF 297,no rank,ascomycetes,Metarhizium,NA,2.111570
NODE_2918_length_333_cov_3.941406,CMS002_047d_Rb_S196_L004,0,0.5585585585585585,333,False,11,[],[],NA,"[""'CDQ73639.1'""]",['8022'],8022,False,False,0,1,NA,Chordata,8022,Chordata,Oncorhynchus mykiss,species,bony fishes,Oncorhynchus,rainbow trout,3.941406
NODE_1376_length_465_cov_47.886598,CMS002_047d_Rb_S196_L004,0,0.5634408602150538,465,False,85,[],[],NA,"[""'AUT77206.1'"", "" 'AUT77210.1'""]","['2079148', ' 2079148']",2079148,False,False,0,2,NA,Viruses,2079148,Viruses,Culex pipiens associated Tunisia virus,species,viruses,NA,NA,47.886598
NODE_4525_length_272_cov_3.615385,CMS002_047d_Rb_S196_L004,0,0.04797794117647058,272,False,1,[],[],NA,"[""'YP_009305108.1'""]",['1608134'],1608134,True,False,0,1,NA,Viruses,1608134,Viruses,Wuhan Mosquito Virus 9,species,viruses,NA,NA,3.615385
NODE_3409_length_310_cov_7.939914,CMS002_047d_Rb_S196_L004,0,0.8580645161290322,310,False,75,[],[],NA,"[""'WP_088481874.1'""]",['431059'],431059,False,False,0,1,NA,Bacteria,431059,Bacteria,Pelomonas puraquae,species,b-proteobacteria,Pelomonas,NA,7.939914
NODE_613_length_635_cov_2.275986,CMS002_047d_Rb_S196_L004,0,0.6409448818897637,635,False,73,[],[],NA,"[""'AJT39585.1'""]",['1075826'],1075826,False,False,0,1,NA,Viruses,1075826,Viruses,dsRNA virus environmental sample,species,viruses,NA,NA,2.275986
NODE_343_length_807_cov_2.709589,CMS002_047d_Rb_S196_L004,0,0.13135068153655513,807,False,35,[],[],NA,"[""'ELT92693.1'"", "" 'XP_018395375.1'"", "" 'XP_019932875.1'""]","['283909', ' 456900', ' 7160']",33317,False,False,0,3,NA,Metazoa,33317,Metazoa,Protostomia,no rank,animals,NA,NA,2.709589
NODE_284_length_864_cov_4.842440,CMS002_047d_Rb_S196_L004,0,0.7835648148148148,864,False,16,[],[],NA,"[""'XP_001866439.1'"", "" 'XP_019954015.1'""]","['7176', ' 8255']",33213,False,False,0,2,NA,Metazoa,33213,Metazoa,Bilateria,no rank,animals,NA,NA,4.842440
NODE_73_length_1370_cov_2.116783,CMS002_047d_Rb_S196_L004,0,0.6912408759124088,1370,False,448,[],[],NA,"[""'WP_012481794.1'""]",['263437'],263437,False,False,0,1,NA,Bacteria,263437,Bacteria,Wolbachia endosymbiont of Culex quinquefasciatus,species,a-proteobacteria,Wolbachia,NA,2.116783
NODE_2611_length_351_cov_8.003650,CMS002_047d_Rb_S196_L004,0.9373219373219374,0.8433048433048433,351,False,20,"[""'EU019262.2'"", "" 'EU019263.2'"", "" 'EU019264.2'"", "" 'XR_002883351.1'"", "" 'XR_003225852.1'""]","['29917', ' 1338630', ' 237183', ' 58331', ' 206008']",2759,"[""'GAW26663.1'"", "" 'KNE89549.1'""]","['77044', ' 1165861']",451864,False,False,5,2,Eukaryota,Fungi,2759,Eukaryota,Eukaryota,superkingdom,eukaryotes,NA,eucaryotes,8.003650
NODE_1206_length_487_cov_3.102439,CMS002_047d_Rb_S196_L004,0,0.5256673511293635,487,False,26,[],[],NA,"[""'CDW75723.1'""]",['5949'],5949,False,False,0,1,NA,Eukaryota,5949,Eukaryota,Stylonychia lemnae,species,ciliates,Stylonychia,NA,3.102439
NODE_2917_length_333_cov_5.769531,CMS002_047d_Rb_S196_L004,0,0.6366366366366366,333,False,43,[],[],NA,"[""'XP_001847751.1'"", "" 'XP_010965357.1'""]","['7176', ' 9837']",33213,False,False,0,2,NA,Metazoa,33213,Metazoa,Bilateria,no rank,animals,NA,NA,5.769531
NODE_1417_length_460_cov_3.545692,CMS002_047d_Rb_S196_L004,0,0.4956521739130435,460,False,64,[],[],NA,"[""'XP_001845139.1'"", "" 'XP_001866437.1'"", "" 'XP_014676416.1'""]","['7176', ' 7176', ' 37621']",1206794,False,False,0,3,NA,Metazoa,1206794,Metazoa,Ecdysozoa,no rank,animals,NA,NA,3.545692
NODE_4361_length_275_cov_2.287879,CMS002_047d_Rb_S196_L004,0,0.8727272727272727,275,False,68,[],[],NA,"[""'APG77663.1'"", "" 'YP_009337412.1'""]","['1923335', ' 1923335']",1923335,True,False,0,2,NA,Viruses,1923335,Viruses,Hubei virga-like virus 2,species,viruses,NA,NA,2.287879
NODE_2498_length_358_cov_7.188612,CMS002_047d_Rb_S196_L004,0,0.03575418994413408,358,False,4,[],[],NA,"[""'RJF69732.1'""]",['2320857'],2320857,False,False,0,1,NA,Bacteria,2320857,Bacteria,Deinococcus sp. K2S05-167,species,bacteria,Deinococcus,NA,7.188612
NODE_4198_length_278_cov_2.278607,CMS002_047d_Rb_S196_L004,0.9964028776978416,0.9892086330935252,278,False,395,"[""'CP023322.1'"", "" 'CP031388.1'"", "" 'HG970335.2'""]","['73501', ' 877507', ' 5518']",5125,"[""'GAW26663.1'""]",['77044'],77044,True,False,3,1,Fungi,Fungi,5125,Fungi,Hypocreales,order,ascomycetes,NA,NA,2.278607
NODE_2664_length_348_cov_2.354244,CMS002_047d_Rb_S196_L004,0,0.5287356321839081,348,False,32,[],[],NA,"[""'KEH16988.1'"", "" 'XP_019546213.1'"", "" 'XP_019564702.1'""]","['3880', ' 7160', ' 7160']",2759,False,False,0,2,NA,Eukaryota,2759,Eukaryota,Eukaryota,superkingdom,eukaryotes,NA,eucaryotes,2.354244
NODE_797_length_572_cov_3.234343,CMS002_047d_Rb_S196_L004,0,0.039714860139860135,572,False,13,[],[],NA,"[""'ELT92693.1'""]",['283909'],283909,False,False,0,1,NA,Metazoa,283909,Metazoa,Capitella teleta,species,segmented worms,Capitella,NA,3.234343
NODE_922_length_544_cov_3.062099,CMS002_047d_Rb_S196_L004,0,0.029798676470588238,544,False,7,[],[],NA,"[""'XP_025756460.1'""]",['8128'],8128,False,False,0,1,NA,Chordata,8128,Chordata,Oreochromis niloticus,species,bony fishes,Oreochromis,Nile tilapia,3.062099
NODE_12_length_2793_cov_2.611193,CMS002_047d_Rb_S196_L004,0,0.9556032939491588,2793,False,41,[],[],NA,"[""'AJT39583.1'"", "" 'AJT39585.1'"", "" 'AJT39589.1'"", "" 'YP_009336493.1'""]","['1075826', ' 1075826', ' 1075826', ' 1923298']",10239,False,False,0,3,NA,Viruses,10239,Viruses,Viruses,superkingdom,viruses,NA,NA,2.611193
NODE_2815_length_338_cov_3.076628,CMS002_047d_Rb_S196_L004,0,0.8047337278106509,338,False,41,[],[],NA,"[""'YP_009336493.1'""]",['1923298'],1923298,False,False,0,1,NA,Viruses,1923298,Viruses,Hubei toti-like virus 10,species,viruses,NA,NA,3.076628
NODE_806_length_570_cov_2.277890,CMS002_047d_Rb_S196_L004,0,0.03726568421052632,570,False,12,[],[],NA,"[""'AJT39583.1'""]",['1075826'],1075826,False,False,0,1,NA,Viruses,1075826,Viruses,dsRNA virus environmental sample,species,viruses,NA,NA,2.277890
NODE_3713_length_297_cov_2.563636,CMS002_047d_Rb_S196_L004,0,0.9865319865319864,297,False,50,[],[],NA,"[""'AJT39589.1'""]",['1075826'],1075826,True,False,0,1,NA,Viruses,1075826,Viruses,dsRNA virus environmental sample,species,viruses,NA,NA,2.563636
NODE_2291_length_371_cov_5.445578,CMS002_047d_Rb_S196_L004,0,0.3746630727762803,371,False,41,[],[],NA,"[""'WP_019236969.1'""]",['955'],955,False,False,0,1,NA,Bacteria,955,Bacteria,Wolbachia pipientis,species,a-proteobacteria,Wolbachia,NA,5.445578
NODE_1_length_10890_cov_70.468418,CMS002_047d_Rb_S196_L004,0.995959595959596,0.8904499540863178,10890,False,39,"[""'MH634502.1'""]",['2079148'],2079148,"[""'AXG64331.1'""]",['2079148'],2079148,False,False,1,1,Viruses,Viruses,2079148,Viruses,Culex pipiens associated Tunisia virus,species,viruses,NA,NA,70.468418
NODE_2691_length_346_cov_2.847584,CMS002_047d_Rb_S196_L004,0.9971098265895952,0.8815028901734104,346,False,393,"[""'CP016237.1'"", "" 'CP023322.1'"", "" 'CP031388.1'"", "" 'HG970335.2'""]","['431241', ' 73501', ' 877507', ' 5518']",5125,"[""'GAW26663.1'""]",['77044'],77044,False,False,4,1,Fungi,Fungi,5125,Fungi,Hypocreales,order,ascomycetes,NA,NA,2.847584
NODE_1829_length_409_cov_8.147590,CMS002_047d_Rb_S196_L004,0,0.6601466992665037,409,False,115,[],[],NA,"[""'KRH17873.2'"", "" 'XP_001841799.1'"", "" 'XP_001855843.1'""]","['3847', ' 7176', ' 7176']",2759,False,False,0,2,NA,Eukaryota,2759,Eukaryota,Eukaryota,superkingdom,eukaryotes,NA,eucaryotes,8.147590
NODE_2166_length_380_cov_4.574257,CMS002_047d_Rb_S196_L004,0,0.5763157894736842,380,False,32,[],[],NA,"[""'AXG64333.1'""]",['2079148'],2079148,False,False,0,1,NA,Viruses,2079148,Viruses,Culex pipiens associated Tunisia virus,species,viruses,NA,NA,4.574257
NODE_3301_length_315_cov_2.319328,CMS002_047d_Rb_S196_L004,0,0.4698412698412698,315,False,8,[],[],NA,"[""'AYE66859.1'"", "" 'XP_001864552.1'""]","['4081', ' 7176']",2759,False,False,0,2,NA,Eukaryota,2759,Eukaryota,Eukaryota,superkingdom,eukaryotes,NA,eucaryotes,2.319328
NODE_2614_length_351_cov_2.083942,CMS002_047d_Rb_S196_L004,0,0.49002849002848997,351,False,22,[],[],NA,"[""'CDW75723.1'""]",['5949'],5949,False,False,0,1,NA,Eukaryota,5949,Eukaryota,Stylonychia lemnae,species,ciliates,Stylonychia,NA,2.083942
NODE_1482_length_452_cov_3.442667,CMS002_047d_Rb_S196_L004,0,0.3473451327433628,452,False,6,[],[],NA,"[""'AAF71197.1'""]",['88726'],88726,False,False,0,1,NA,Viridiplantae,88726,Viridiplantae,Pinus brutia,species,seed plants,Pinus,Turkish pine,3.442667
NODE_1264_length_294_cov_2.322581,CMS002_034a_Rb_S168_L004,0,0.041863401360544214,294,False,1,[],[],NA,"[""'WP_110977960.1'""]",['2218621'],2218621,True,False,0,1,NA,Bacteria,2218621,Bacteria,Hymenobacter sp. ELS1360,species,CFB group bacteria,Hymenobacter,NA,2.322581
NODE_99_length_785_cov_2.391243,CMS002_034a_Rb_S168_L004,0,0.4420382165605096,785,False,85,[],[],NA,"[""'AXQ04787.1'""]",['2304480'],2304480,False,False,0,1,NA,Viruses,2304480,Viruses,Culex Iflavi-like virus 4,species,viruses,NA,NA,2.391243
NODE_1517_length_276_cov_2.140704,CMS002_034a_Rb_S168_L004,0,0.9021739130434784,276,False,114,[],[],NA,"[""'AEW43446.1'"", "" 'XP_001849454.1'""]","['165599', ' 7176']",33317,True,False,0,2,NA,Metazoa,33317,Metazoa,Protostomia,no rank,animals,NA,NA,2.140704
NODE_548_length_408_cov_2.915408,CMS002_034a_Rb_S168_L004,0,0.7524509803921569,408,False,44,[],[],NA,"[""'OQU96918.1'"", "" 'XP_001845445.1'""]","['569365', ' 7176']",33154,False,False,0,2,NA,Eukaryota,33154,Eukaryota,Opisthokonta,no rank,eukaryotes,NA,NA,2.915408
NODE_874_length_341_cov_2.337121,CMS002_034a_Rb_S168_L004,0,0.8152492668621701,341,False,27,[],[],NA,"[""'KRH17766.1'"", "" 'YP_009045808.1'""]","['3847', ' 4436']",71275,False,False,0,2,NA,Viridiplantae,71275,Viridiplantae,rosids,subclass,eudicots,NA,NA,2.337121
NODE_773_length_359_cov_2.588652,CMS002_034a_Rb_S168_L004,0.9972144846796658,0.8746518105849582,359,False,28,"[""'AF036492.1'"", "" 'CP025675.1'"", "" 'HQ843464.1'""]","['45172', ' 35885', ' 3562']",1437201,"[""'BAB33421.1'"", "" 'KRX86393.1'"", "" 'PHT25457.1'"", "" 'XP_021996406.1'""]","['3888', ' 990121', ' 33114', ' 4232']",2759,False,False,3,4,Viridiplantae,Eukaryota,1437201,Viridiplantae,Pentapetalae,no rank,eudicots,NA,NA,2.588652
NODE_17_length_756_cov_2.873343,CMS002_044a_Rb_S178_L004,0.6020029232804233,0.9246031746031746,756,False,13,"[""'KX882765.1'""]",['1922926'],1922926,"[""'YP_009337878.1'""]",['1922926'],1922926,False,False,1,1,Viruses,Viruses,1922926,Viruses,Hubei mosquito virus 2,species,viruses,NA,NA,2.873343
NODE_60_length_319_cov_2.227273,CMS002_044a_Rb_S178_L004,0.9968652037617556,0.7586206896551724,319,False,42,"[""'CP022025.1'"", "" 'CP022810.1'""]","['48100', ' 13684']",715340,"[""'XP_015702238.1'"", "" 'XP_015702239.1'"", "" 'XP_018060495.1'""]","['502779', ' 502779', ' 149040']",716546,False,False,2,3,Fungi,Fungi,715340,Fungi,Pleosporineae,suborder,ascomycetes,NA,NA,2.227273
NODE_36_length_438_cov_2.185596,CMS002_044a_Rb_S178_L004,0,0.9840182648401826,438,False,26,[],[],NA,"[""'ASA47293.1'""]",['1608131'],1608131,False,False,0,1,NA,Viruses,1608131,Viruses,Wuhan Mosquito Virus 6,species,viruses,NA,NA,2.185596
NODE_2_length_3141_cov_3.059073,CMS002_044a_Rb_S178_L004,0.7389366443807704,0.956383317414836,3141,False,16,"[""'KX882764.1'"", "" 'KX882832.1'""]","['1922926', ' 1922926']",1922926,"[""'APG75627.1'"", "" 'APG75844.1'"", "" 'AXV43879.1'"", "" 'YP_009337376.1'"", "" 'YP_009337876.1'""]","['1922926', ' 1922926', ' 2315808', ' 1923660', ' 1922926']",10239,False,False,2,4,Viruses,Viruses,10239,Viruses,Viruses,superkingdom,viruses,NA,NA,3.059073
NODE_31_length_486_cov_9.968215,CMS002_044a_Rb_S178_L004,0.9979423868312756,0.9917695473251028,486,False,9,"[""'AF405231.2'"", "" 'CP032012.1'"", "" 'HE605209.1'"", "" 'HE681725.1'"", "" 'JQ689035.1'""]","['42374', ' 5476', ' 5480', ' 1136231', ' 36914']",1535325,"[""'XP_002484510.1'""]",['441959'],441959,False,False,5,1,Fungi,Fungi,1535325,Fungi,Candida/Lodderomyces clade,no rank,ascomycetes,NA,NA,9.968215
NODE_23_length_636_cov_4.445438,CMS002_044a_Rb_S178_L004,0,0.4308176100628931,636,False,32,[],[],NA,"[""'OYU61566.1'"", "" 'WP_106940042.1'""]","['2015559', ' 2133945']",374,False,False,0,2,NA,Bacteria,374,Bacteria,Bradyrhizobium,genus,a-proteobacteria,NA,NA,4.445438
NODE_98_length_272_cov_2.241026,CMS002_044a_Rb_S178_L004,0,0.5661764705882353,272,False,14,[],[],NA,"[""'AXV43879.1'"", "" 'AYH52669.1'"", "" 'AYH52671.1'"", "" 'AYH52673.1'"", "" 'AYH52677.1'""]","['2315808', ' 2448899', ' 2448899', ' 2448899', ' 2448899']",35278,True,False,0,2,NA,Viruses,35278,Viruses,"ssRNA positive-strand viruses, no DNA stage",no rank,viruses,NA,NA,2.241026
NODE_6_length_1441_cov_3.457478,CMS002_044a_Rb_S178_L004,0,0.7633587786259542,1441,False,106,[],[],NA,"[""'AXV43871.1'""]",['2315803'],2315803,False,False,0,1,NA,Viruses,2315803,Viruses,Yongsan bunyavirus 1,species,viruses,NA,NA,3.457478
NODE_7_length_1404_cov_2.492087,CMS002_044a_Rb_S178_L004,0,0.8561253561253561,1404,False,29,[],[],NA,"[""'AXV43872.1'""]",['2315803'],2315803,False,False,0,1,NA,Viruses,2315803,Viruses,Yongsan bunyavirus 1,species,viruses,NA,NA,2.492087
NODE_22_length_650_cov_2.371728,CMS002_044a_Rb_S178_L004,0.9984615384615384,0.9953846153846154,650,False,76,"[""'KX588249.1'"", "" 'KX884274.1'"", "" 'KX884304.1'""]","['2005444', ' 1923736', ' 1923736']",10239,"[""'APG78465.1'"", "" 'ASM93577.1'"", "" 'ATI98932.1'"", "" 'AYH52676.1'"", "" 'YP_009345032.1'""]","['1923736', ' 66834', ' 1041883', ' 2448899', ' 1923736']",10239,False,False,2,5,Viruses,Viruses,10239,Viruses,Viruses,superkingdom,viruses,NA,NA,2.371728
NODE_19_length_739_cov_3.040785,CMS002_044a_Rb_S178_L004,0.9986468200270636,0.993234100135318,739,False,95,"[""'KX588249.1'"", "" 'KX884274.1'"", "" 'KX884304.1'""]","['2005444', ' 1923736', ' 1923736']",10239,"[""'APG78465.1'"", "" 'YP_009345032.1'""]","['1923736', ' 1923736']",1923736,False,False,2,2,Viruses,Viruses,10239,Viruses,Viruses,superkingdom,viruses,NA,NA,3.040785
NODE_26_length_539_cov_3.790043,CMS002_044a_Rb_S178_L004,0,0.24675324675324675,539,False,8,[],[],NA,"[""'AJG39092.1'""]",['1608129'],1608129,False,False,0,1,NA,Viruses,1608129,Viruses,Wuhan Mosquito Virus 4,species,viruses,NA,NA,3.790043
NODE_45_length_366_cov_2.989619,CMS002_044a_Rb_S178_L004,0.9726775956284152,0.825136612021858,366,False,40,"[""'CP019375.1'""]",['5327'],5327,"[""'EUC67555.1'"", "" 'OBZ64685.1'"", "" 'XP_019035891.1'""]","['1086054', ' 5627', ' 683960']",451864,False,False,1,3,Fungi,Fungi,5327,Fungi,Trametes hirsuta,species,basidiomycetes,Trametes,NA,2.989619
NODE_1_length_3729_cov_2.384173,CMS002_044a_Rb_S178_L004,0.9989273263609548,0.7953875033521052,3729,False,95,"[""'KX588249.1'"", "" 'KX884274.1'"", "" 'KX884304.1'""]","['2005444', ' 1923736', ' 1923736']",10239,"[""'APG78465.1'"", "" 'AYH52670.1'"", "" 'AYH52672.1'"", "" 'AYH52676.1'"", "" 'YP_009345032.1'""]","['1923736', ' 2448899', ' 2448899', ' 2448899', ' 1923736']",10239,False,False,2,3,Viruses,Viruses,10239,Viruses,Viruses,superkingdom,viruses,NA,NA,2.384173
NODE_35_length_441_cov_3.214286,CMS002_044a_Rb_S178_L004,0.9977324263038548,0.6712018140589571,441,False,46,"[""'KX588249.1'"", "" 'KX884274.1'""]","['2005444', ' 1923736']",10239,"[""'EAT38215.1'""]",['7159'],7159,False,False,2,1,Viruses,Arthropoda,10239,Viruses,Viruses,superkingdom,viruses,NA,NA,3.214286
NODE_5_length_1484_cov_2.707178,CMS002_044a_Rb_S178_L004,0,0.995956873315364,1484,False,94,[],[],NA,"[""'AXV43873.1'""]",['2315803'],2315803,False,False,0,1,NA,Viruses,2315803,Viruses,Yongsan bunyavirus 1,species,viruses,NA,NA,2.707178
NODE_42_length_382_cov_2.032787,CMS002_044a_Rb_S178_L004,0.9973821989528796,0.9947643979057592,382,False,95,"[""'KX588249.1'"", "" 'KX884274.1'"", "" 'KX884304.1'""]","['2005444', ' 1923736', ' 1923736']",10239,"[""'APG78465.1'"", "" 'AYH52670.1'"", "" 'AYH52672.1'"", "" 'AYH52676.1'"", "" 'YP_009345032.1'""]","['1923736', ' 2448899', ' 2448899', ' 2448899', ' 1923736']",10239,False,False,2,3,Viruses,Viruses,10239,Viruses,Viruses,superkingdom,viruses,NA,NA,2.032787
NODE_338_length_535_cov_2.325328,CMS001_043_Ra_S24,0,0.02873831775700935,535,False,9,[],[],NA,"[""'XP_020760254.1'""]",['9880'],9880,False,False,0,1,NA,Chordata,9880,Chordata,Odocoileus virginianus texanus,subspecies,even-toed ungulates,Odocoileus,NA,2.325328
NODE_1569_length_300_cov_8.932735,CMS001_043_Ra_S24,1,0.7666666666666667,300,False,90,"[""'KT476674.1'""]",['947029'],947029,"[""'ELK38641.1'""]",['225400'],225400,True,False,1,1,Chordata,Chordata,947029,Chordata,Aphelocoma californica obscura,subspecies,birds,Aphelocoma,NA,8.932735
NODE_15_length_1845_cov_50.750000,CMS001_043_Ra_S24,0.9989159891598915,0.9100271002710028,1845,False,61,"[""'MF176251.1'"", "" 'MF176362.1'"", "" 'MF176381.1'""]","['1608131', ' 1608131', ' 1608131']",1608131,"[""'ASA47296.1'"", "" 'ASA47442.1'"", "" 'ASA47477.1'""]","['1608131', ' 1608131', ' 1608131']",1608131,False,False,2,2,Viruses,Viruses,1608131,Viruses,Wuhan Mosquito Virus 6,species,viruses,NA,NA,50.750000
NODE_789_length_388_cov_26.199357,CMS001_043_Ra_S24,0.9974226804123713,0.8324742268041238,388,False,40,"[""'MG590304.1'"", "" 'MG590305.1'"", "" 'MG590306.1'"", "" 'MG590311.1'"", "" 'MG590320.1'""]","['187106', ' 187111', ' 115654', ' 2057153', ' 187124']",8930,"[""'KRZ01620.1'"", "" 'OQY64304.1'""]","['6337', ' 470']",131567,False,False,5,2,Chordata,NA,8930,Chordata,Columbidae,family,birds,NA,pigeons,26.199357
NODE_2701_length_263_cov_2.349462,CMS001_043_Ra_S24,0,0.8517110266159695,263,False,55,[],[],NA,"[""'KFO65482.1'"", "" 'XP_007990314.1'"", "" 'XP_007990317.1'"", "" 'XP_008640264.1'"", "" 'XP_010295019.1'""]","['85066', ' 60711', ' 60711', ' 85066', ' 97097']",32524,True,False,0,4,NA,Chordata,32524,Chordata,Amniota,no rank,vertebrates,NA,amniotes,2.349462
NODE_148_length_725_cov_2.938272,CMS001_043_Ra_S24,0,0.263448275862069,725,False,55,[],[],NA,"[""'XP_005039715.1'"", "" 'XP_018765545.1'""]","['59894', ' 9135']",9126,False,False,0,2,NA,Chordata,9126,Chordata,Passeriformes,order,birds,NA,NA,2.938272
NODE_555_length_442_cov_2.210959,CMS001_043_Ra_S24,0,0.2782805429864253,442,False,14,[],[],NA,"[""'XP_001657478.1'"", "" 'XP_014747287.1'""]","['7159', ' 9172']",33213,False,False,0,2,NA,Metazoa,33213,Metazoa,Bilateria,no rank,animals,NA,NA,2.210959
NODE_3440_length_251_cov_2.080460,CMS001_043_Ra_S24,0,0.7609561752988048,251,False,115,[],[],NA,"[""'DAA31426.1'"", "" 'XP_001848653.1'""]","['9913', ' 7176']",33213,True,False,0,2,NA,Metazoa,33213,Metazoa,Bilateria,no rank,animals,NA,NA,2.080460
NODE_1782_length_282_cov_2.468293,CMS001_043_Ra_S24,0,0.75177304964539,282,False,71,[],[],NA,"[""'XP_014750434.1'""]",['9172'],9172,True,False,0,1,NA,Chordata,9172,Chordata,Sturnus vulgaris,species,birds,Sturnus,common starling,2.468293
NODE_217_length_626_cov_2.127505,CMS001_043_Ra_S24,0.9984025559105432,0.8083067092651757,626,False,1,"[""'XM_005046425.2'"", "" 'XM_014878811.1'""]","['59894', ' 9172']",9126,"[""'KFO58319.1'"", "" 'KFO70200.1'"", "" 'RLW10460.1'"", "" 'XP_009562785.1'"", "" 'XP_009903455.1'""]","['85066', ' 55661', ' 44316', ' 55661', ' 118200']",8825,False,False,2,4,Chordata,Chordata,9126,Chordata,Passeriformes,order,birds,NA,NA,2.127505
NODE_419_length_493_cov_3.697115,CMS001_043_Ra_S24,0.9979716024340772,0.8620689655172413,493,False,5,"[""'XM_014890984.1'""]",['9172'],9172,"[""'AFI98490.1'"", "" 'ALG03063.1'"", "" 'ALG03065.1'"", "" 'P02004.1'"", "" 'XP_014746470.1'""]","['58211', ' 58211', ' 58211', ' 9172', ' 9172']",9126,False,False,1,3,Chordata,Chordata,9172,Chordata,Sturnus vulgaris,species,birds,Sturnus,common starling,3.697115
